timestamp,cpu_usage,ram_usage,vram_usage,disk_read_speed,disk_write_speed,network_bytes_sent,network_bytes_received,total_running_processes,average_process_cpu_usage,average_process_ram_usage,total_active_connections,total_unique_ip_connections
2024-09-29 09:02:15.372800,0.025,0.835,0.0,80601849856.0,31552866816.0,227755475.0,7448889062.0,339,0.0235575221238938,0.0026010013528846,212,9
2024-09-29 09:02:23.484612,0.004,0.836,0.0,80602079232.0,31553311744.0,227756363.0,7448890529.0,339,0.0235575221238938,0.0025956993605284,207,9
2024-09-29 09:02:31.546343,0.008,0.835,0.0,80602398720.0,31554105856.0,227757118.0,7448891240.0,339,0.0235398230088495,0.0025951864496185,206,9
2024-09-29 09:02:39.647923,0.016,0.833,0.0,80603077120.0,31555125248.0,227776808.0,7448894194.0,338,0.0236331360946745,0.0025950135472596,206,9
2024-09-29 09:02:47.789337,0.05,0.838,0.0,80607788544.0,31556293632.0,227789894.0,7449331849.0,344,0.0231947674418604,0.0025798210017394,206,9
2024-09-29 09:02:56.021974,0.019,0.84,0.0,80608644608.0,31557267968.0,227858876.0,7451654309.0,339,0.0235221238938053,0.0026106756417381,208,9
2024-09-29 09:03:04.210375,0.037,0.84,0.0,80609176064.0,31559056384.0,227911235.0,7452690578.0,340,0.0234941176470588,0.0026035586536794,205,9
2024-09-29 09:03:12.287984,0.002,0.838,0.0,80609180160.0,31560430592.0,227915237.0,7452691038.0,339,0.0235545722713864,0.00260520220084,206,9
2024-09-29 09:03:20.355348,0.012,0.8340000000000001,0.0,80609250816.0,31561467392.0,227916161.0,7452701596.0,339,0.02352802359882,0.0025911290732463,200,9
2024-09-29 09:03:28.457912,0.006,0.838,0.0,80609267200.0,31562083840.0,227917459.0,7452705918.0,339,0.0235604719764011,0.0025948170102919,199,9
2024-09-29 09:03:36.527874,0.008,0.836,0.0,80615951872.0,31563011584.0,227924301.0,7452722292.0,339,0.0235427728613569,0.002598013557165,199,9
2024-09-29 09:03:44.629384,0.0289999999999999,0.836,0.0,80615951872.0,31563952640.0,227933967.0,7452738340.0,338,0.0236153846153846,0.0025989721277413,199,9
2024-09-29 09:03:52.687675,0.006,0.8340000000000001,0.0,80615984640.0,31564489728.0,227937281.0,7452744764.0,338,0.0236153846153846,0.0025908714993073,202,9
2024-09-29 09:04:00.773576,0.01,0.833,0.0,80616160768.0,31564855808.0,227938835.0,7452749628.0,337,0.0237299703264095,0.0025978711243672,201,9
2024-09-29 09:04:08.854234,0.01,0.833,0.0,80616177152.0,31565541376.0,227953249.0,7452776557.0,338,0.0235828402366863,0.0025981994059242,209,9
2024-09-29 09:04:16.915015,0.004,0.8340000000000001,0.0,80616271360.0,31566522880.0,227954049.0,7452782610.0,337,0.0237091988130563,0.002604052480452,208,9
2024-09-29 09:04:23.891058,0.075,0.8340000000000001,0.0,80616730112.0,31567032320.0,227965037.0,7452789774.0,337,0.0236884272997032,0.0026029549036828,204,9
2024-09-29 09:04:30.789200,0.008,0.8340000000000001,0.0,80616893952.0,31567431168.0,227965682.0,7452790528.0,337,0.0236943620178041,0.0026012612727313,204,9
2024-09-29 09:04:38.873427,0.004,0.833,0.0,80616926720.0,31568529408.0,227969247.0,7452796543.0,336,0.0237678571428571,0.0026024096417631,203,9
2024-09-29 09:04:46.924632,0.004,0.833,0.0,80616975872.0,31569220608.0,227969680.0,7452796885.0,336,0.0238065476190476,0.0026036747793076,203,9
2024-09-29 09:04:54.982529,0.006,0.835,0.0,80617090560.0,31569949696.0,227970390.0,7452807930.0,336,0.0237380952380952,0.0026098774273371,202,9
2024-09-29 09:05:03.118366,0.01,0.8340000000000001,0.0,80617336320.0,31570720768.0,227981011.0,7452817499.0,336,0.0237559523809523,0.0026067030032697,203,9
2024-09-29 09:05:11.195571,0.002,0.818,0.0,80617336320.0,31577305088.0,227986587.0,7452818886.0,337,0.0236854599406528,0.0025577262257314,207,9
2024-09-29 09:05:19.299971,0.012,0.823,0.0,80617496064.0,31578022912.0,227987296.0,7452819528.0,337,0.0236824925816023,0.002555961876487,203,9
2024-09-29 09:05:27.432411,0.033,0.825,0.0,80617778688.0,31578683904.0,227987995.0,7452820861.0,337,0.0236706231454006,0.0025616041859929,203,9
2024-09-29 09:05:35.002660,0.0559999999999999,0.8190000000000001,0.0,80618601984.0,31579652608.0,227988270.0,7452821039.0,337,0.0236943620178041,0.0025461875981576,203,9
2024-09-29 09:05:43.136675,0.027,0.82,0.0,80620979712.0,31582363648.0,227989356.0,7452832804.0,337,0.0236795252225519,0.0025416370924991,202,9
2024-09-29 09:05:50.196882,0.08,0.8270000000000001,0.0,80620996096.0,31582964224.0,227994130.0,7452839035.0,339,0.0234867256637168,0.0025623716291147,204,9
2024-09-29 09:05:57.089843,0.006,0.828,0.0,80655883264.0,31584826880.0,228022290.0,7453194163.0,339,0.0235398230088495,0.0025625244263508,214,9
2024-09-29 09:06:04.721642,0.017,0.8079999999999999,0.0,80670533632.0,31586335232.0,228044415.0,7453270544.0,339,0.0235427728613569,0.002569652094603,216,9
2024-09-29 09:06:12.983109,0.021,0.807,0.0,80670566400.0,31587926528.0,228045977.0,7453271660.0,339,0.0235368731563421,0.0025632747827308,222,9
2024-09-29 09:06:21.303506,0.016,0.8079999999999999,0.0,80832473088.0,31589036544.0,228047152.0,7453276249.0,340,0.0234676470588235,0.0025634461131197,217,9
2024-09-29 09:06:29.486606,0.079,0.8079999999999999,0.0,80839646720.0,31590019584.0,228076293.0,7453675831.0,340,0.0234970588235294,0.0025689578145132,239,9
2024-09-29 09:06:37.121790,0.035,0.815,0.0,80854196736.0,31601576448.0,228284069.0,7469655574.0,340,0.0234382352941176,0.0025897679562269,243,9
2024-09-29 09:06:44.733020,0.013,0.813,0.0,80854824960.0,31611679232.0,228304860.0,7469789860.0,339,0.0235427728613569,0.0025834676907048,244,9
2024-09-29 09:06:52.841721,0.008,0.81,0.0,80854860288.0,31612410880.0,228309033.0,7469795854.0,338,0.0236390532544378,0.0025761401406445,244,9
2024-09-29 09:07:01.000841,0.006,0.809,0.0,80854962688.0,31613729280.0,228309631.0,7469796457.0,338,0.0236331360946745,0.0025728312508525,243,9
2024-09-29 09:07:09.069144,0.0139999999999999,0.8079999999999999,0.0,80855290368.0,31614638080.0,228315437.0,7469806532.0,338,0.0236272189349112,0.0025751350266981,255,9
2024-09-29 09:07:17.142675,0.01,0.809,0.0,80855335424.0,31615483904.0,228323945.0,7469820582.0,338,0.0236035502958579,0.0025700044128459,255,9
2024-09-29 09:07:25.237120,0.004,0.8079999999999999,0.0,80855433728.0,31616233472.0,228324320.0,7469820714.0,338,0.0236272189349112,0.0025636341344771,245,9
2024-09-29 09:07:33.302504,0.008,0.8079999999999999,0.0,80855482880.0,31616927744.0,228325491.0,7469823257.0,338,0.0236272189349112,0.0025648608483487,245,9
2024-09-29 09:07:41.369274,0.016,0.8079999999999999,0.0,80855482880.0,31617453056.0,228326485.0,7469826822.0,338,0.0236331360946745,0.0025647111964511,244,9
2024-09-29 09:07:49.451012,0.023,0.8079999999999999,0.0,80855857664.0,31618146304.0,228327135.0,7469827164.0,337,0.023700296735905,0.0025673836023931,241,9
2024-09-29 09:07:57.538453,0.008,0.807,0.0,80855857664.0,31618509312.0,228328191.0,7469832746.0,337,0.023700296735905,0.0025672847411062,237,9
2024-09-29 09:08:05.614965,0.019,0.8059999999999999,0.0,80856373760.0,31620740096.0,228328601.0,7469833243.0,337,0.023727002967359,0.00256412045831,234,9
2024-09-29 09:08:13.690358,0.013,0.807,0.0,80856447488.0,31621595136.0,228328927.0,7469833593.0,337,0.0237181008902077,0.002566998981474,233,9
2024-09-29 09:08:21.809426,0.002,0.8079999999999999,0.0,80856488448.0,31622350336.0,228330789.0,7469845466.0,338,0.0236035502958579,0.0025646579549107,229,9
2024-09-29 09:08:29.896618,0.033,0.8190000000000001,0.0,80870012928.0,31625459712.0,228379615.0,7470456810.0,338,0.0236094674556213,0.0026007319764978,225,9
2024-09-29 09:08:38.107192,0.016,0.821,0.0,80871646208.0,31627103744.0,228466943.0,7473361006.0,338,0.0236035502958579,0.0026121731518558,226,9
2024-09-29 09:08:46.186942,0.008,0.8220000000000001,0.0,80871945216.0,31627813376.0,228471222.0,7473368438.0,337,0.0237032640949555,0.0025840348738919,220,9
2024-09-29 09:08:54.264543,0.006,0.812,0.0,80872043520.0,31629139968.0,228481028.0,7473375903.0,337,0.0237210682492581,0.0025630337057693,208,9
2024-09-29 09:09:02.366479,0.025,0.8140000000000001,0.0,80872043520.0,31631056896.0,228485611.0,7473382182.0,337,0.0236884272997032,0.002566692295,208,9
2024-09-29 09:09:10.430061,0.002,0.804,0.0,80872567808.0,31646311936.0,228486984.0,7473391584.0,337,0.0237181008902077,0.0025659447016187,209,9
2024-09-29 09:09:18.493965,0.002,0.805,0.0,80872584192.0,31647294464.0,228488201.0,7473394970.0,338,0.0235976331360946,0.0025669789982829,202,9
2024-09-29 09:09:26.567716,0.008,0.8059999999999999,0.0,80873709568.0,31648094720.0,228488794.0,7473395571.0,339,0.0235575221238938,0.0025594900023667,202,9
2024-09-29 09:09:33.488943,0.073,0.8059999999999999,0.0,80875269632.0,31649672704.0,228493424.0,7473467178.0,339,0.0235545722713864,0.0025609935845584,203,9
2024-09-29 09:09:40.357372,0.074,0.8059999999999999,0.0,80875482624.0,31650731520.0,228494992.0,7473471249.0,338,0.0236272189349112,0.0025658465363276,203,9
2024-09-29 09:09:47.264359,0.107,0.805,0.0,80875515392.0,31651404288.0,228495264.0,7473471491.0,337,0.0236973293768546,0.0025654460654928,203,9
2024-09-29 09:09:54.143688,0.008,0.805,0.0,80875515392.0,31652081152.0,228495701.0,7473471931.0,337,0.0236824925816023,0.0025690808414208,203,9
2024-09-29 09:10:02.241200,0.016,0.807,0.0,80875712000.0,31652588032.0,228496354.0,7473473587.0,337,0.0236765578635014,0.002574039059686,203,9
2024-09-29 09:10:10.502835,0.124,0.8290000000000001,0.0,81524613632.0,31655572480.0,228516123.0,7473521381.0,340,0.0228735294117647,0.0026203598301308,211,9
2024-09-29 09:10:18.722451,0.062,0.8220000000000001,0.0,81722585088.0,31658073088.0,228516830.0,7473522195.0,341,0.0233255131964809,0.0025866019936307,205,9
2024-09-29 09:10:25.854637,0.019,0.8190000000000001,0.0,81723019264.0,31658851328.0,228542426.0,7473540250.0,341,0.0234193548387096,0.0025866989821039,203,9
2024-09-29 09:10:33.953075,0.008,0.8220000000000001,0.0,81723019264.0,31659791360.0,228543807.0,7473547208.0,341,0.0234340175953079,0.0025947975196142,201,9
2024-09-29 09:10:42.208518,0.023,0.818,0.0,81723355136.0,31697804800.0,228545335.0,7473548236.0,341,0.0234281524926686,0.002561918427207,200,9
2024-09-29 09:10:50.306328,0.008,0.818,0.0,81725034496.0,31698527744.0,228559353.0,7473567208.0,342,0.0233099415204678,0.0025682981885112,204,9
2024-09-29 09:10:58.425726,0.01,0.8170000000000001,0.0,81759728640.0,31699895296.0,228563232.0,7473570145.0,342,0.0233713450292397,0.0025682804118786,203,9
2024-09-29 09:11:06.545676,0.006,0.8170000000000001,0.0,81759945728.0,31700841472.0,228570886.0,7473595292.0,342,0.0232894736842105,0.0025697203191163,204,9
2024-09-29 09:11:14.692054,0.021,0.815,0.0,81760090624.0,31701765120.0,228571290.0,7473595783.0,343,0.0232769679300291,0.0025565883899852,210,9
2024-09-29 09:11:22.897600,0.018,0.816,0.0,81760221696.0,31702482432.0,228572811.0,7473596899.0,343,0.0232857142857142,0.002561785303001,204,9
2024-09-29 09:11:31.046995,0.0289999999999999,0.813,0.0,81760352768.0,31702774272.0,228574386.0,7473601147.0,343,0.0232653061224489,0.00255472019547,203,9
2024-09-29 09:11:38.540082,0.043,0.813,0.0,81760356864.0,31703455232.0,228575119.0,7473601793.0,343,0.0232215743440233,0.0025606409895485,205,9
2024-09-29 09:11:46.794813,0.004,0.81,0.0,81760356864.0,31704142848.0,228588223.0,7473614439.0,342,0.023359649122807,0.0025585160631436,206,9
2024-09-29 09:11:54.889216,0.01,0.8079999999999999,0.0,81760360960.0,31704963072.0,228588663.0,7473614815.0,341,0.023407624633431,0.0025549438149447,206,9
2024-09-29 09:12:03.000082,0.035,0.809,0.0,81760520704.0,31705582080.0,228589259.0,7473616646.0,341,0.0234017595307917,0.002555877328999,204,9
2024-09-29 09:12:11.093627,0.025,0.809,0.0,81760528896.0,31705951232.0,228589883.0,7473617347.0,340,0.0235058823529411,0.0025635591223099,208,9
2024-09-29 09:12:19.303773,0.01,0.8079999999999999,0.0,81760594432.0,31706800128.0,228590482.0,7473618105.0,340,0.0234705882352941,0.0025578585954339,202,9
2024-09-29 09:12:27.473880,0.025,0.812,0.0,81760659968.0,31707150336.0,228592037.0,7473634643.0,340,0.0234588235294117,0.002565743489823,202,9
2024-09-29 09:12:34.451041,0.0409999999999999,0.8109999999999999,0.0,81760659968.0,31707952128.0,228592418.0,7473639477.0,340,0.023485294117647,0.0025633302429372,202,9
2024-09-29 09:12:41.656029,0.079,0.8109999999999999,0.0,81760659968.0,31708339200.0,228593753.0,7473642957.0,342,0.023345029239766,0.0025551605459808,201,9
2024-09-29 09:12:48.688788,0.076,0.8109999999999999,0.0,81760786944.0,31708939776.0,228594132.0,7473643243.0,339,0.0235781710914454,0.0025641958702948,199,9
2024-09-29 09:12:55.671624,0.002,0.81,0.0,81761180160.0,31709431808.0,228594568.0,7473644766.0,339,0.0234985250737463,0.0025631686137593,197,9
2024-09-29 09:13:03.743419,0.004,0.81,0.0,81761344000.0,31710147072.0,228594785.0,7473644942.0,339,0.0235693215339233,0.0025647123679943,197,9
2024-09-29 09:13:11.817102,0.0,0.81,0.0,81761344000.0,31710895616.0,228606639.0,7473654185.0,339,0.023551622418879,0.00256476545248,204,9
2024-09-29 09:13:19.879290,0.0,0.8109999999999999,0.0,81761421824.0,31712173056.0,228611304.0,7473654527.0,340,0.0234382352941176,0.0025672326362416,198,9
2024-09-29 09:13:27.942678,0.008,0.813,0.0,81762044416.0,31714019840.0,228612615.0,7473660484.0,341,0.0233988269794721,0.0025637990051759,197,9
2024-09-29 09:13:36.028335,0.01,0.812,0.0,81762044416.0,31714756096.0,228612887.0,7473661424.0,341,0.0234310850439882,0.0025634809400359,197,9
2024-09-29 09:13:44.110628,0.077,0.813,0.0,81762044416.0,31715326976.0,228613049.0,7473661534.0,341,0.0233929618768328,0.0025626708010247,197,9
2024-09-29 09:13:51.470228,0.0,0.8109999999999999,0.0,81762044416.0,31715832832.0,228613593.0,7473662018.0,342,0.0233684210526315,0.0025546272470038,197,9
2024-09-29 09:13:59.536806,0.01,0.8109999999999999,0.0,81762044416.0,31716540416.0,228614849.0,7473679881.0,340,0.0234970588235294,0.0025644646263281,196,9
2024-09-29 09:14:07.600993,0.004,0.812,0.0,81762273792.0,31717091840.0,228615650.0,7473681613.0,340,0.0234764705882353,0.0025663242712312,200,9
2024-09-29 09:14:15.695269,0.002,0.812,0.0,81762273792.0,31717862912.0,228615867.0,7473681789.0,341,0.0233958944281524,0.002566357076156,200,9
2024-09-29 09:14:23.781515,0.002,0.813,0.0,81762273792.0,31718363136.0,228618889.0,7473684648.0,341,0.0234281524926686,0.0025662978846613,197,9
2024-09-29 09:14:31.879375,0.016,0.809,0.0,81763023360.0,31721416192.0,228619424.0,7473685095.0,339,0.0235840707964601,0.0025716147858608,197,9
2024-09-29 09:14:39.957059,0.004,0.81,0.0,81763138048.0,31721972224.0,228627072.0,7473688971.0,339,0.0235486725663716,0.0025716542405462,199,9
2024-09-29 09:14:48.037690,0.008,0.8079999999999999,0.0,81763138048.0,31723203072.0,228628436.0,7473702826.0,338,0.0236272189349112,0.002571401643543,199,9
2024-09-29 09:14:56.127963,0.002,0.8079999999999999,0.0,81763203584.0,31724173312.0,228629968.0,7473710221.0,338,0.0236390532544378,0.0025745580035163,199,9
2024-09-29 09:15:04.203409,0.013,0.8059999999999999,0.0,81763260928.0,31728084992.0,228630294.0,7473710519.0,338,0.0236508875739645,0.0025735082817928,199,9
2024-09-29 09:15:12.300766,0.086,0.7879999999999999,0.0,81763361792.0,31728599552.0,228630757.0,7473710995.0,336,0.0238125,0.0025161067063673,200,9
2024-09-29 09:15:20.418788,0.0,0.792,0.0,81763361792.0,31729623040.0,228631246.0,7473711347.0,337,0.0236172106824925,0.0025159944951986,196,9
2024-09-29 09:15:28.500235,0.0,0.792,0.0,81764111360.0,31730136064.0,228632741.0,7473726649.0,340,0.0235176470588235,0.0024975417282501,196,9
2024-09-29 09:15:36.569205,0.012,0.792,0.0,81764111360.0,31730942976.0,228633818.0,7473731697.0,343,0.0232653061224489,0.0024847774033934,196,9
2024-09-29 09:15:44.668463,0.006,0.792,0.0,81764377600.0,31732022272.0,228633928.0,7473731829.0,340,0.0234823529411764,0.0024968021617771,196,9
2024-09-29 09:15:52.755704,0.004,0.794,0.0,81764377600.0,31733042688.0,228647384.0,7473749972.0,341,0.0233900293255132,0.0025047508537743,202,9
2024-09-29 09:16:00.851152,0.002,0.794,0.0,81764508672.0,31734494208.0,228652346.0,7473762578.0,341,0.0234516129032258,0.0025074715230771,203,9
2024-09-29 09:16:08.917916,0.07,0.8220000000000001,0.0,81802271232.0,31738380800.0,228706373.0,7473989757.0,345,0.0229710144927536,0.0025752734547033,233,9
2024-09-29 09:16:17.464908,0.027,0.8370000000000001,0.0,81819892736.0,31751375360.0,228830664.0,7474644897.0,349,0.0227077363896848,0.0026105998463996,255,9
2024-09-29 09:16:25.736734,0.012,0.838,0.0,81822877696.0,31754231808.0,228938519.0,7476370740.0,346,0.023043352601156,0.0026242288507058,265,9
2024-09-29 09:16:34.189549,0.067,0.862,0.0,81839352832.0,31763463680.0,229041530.0,7482777371.0,346,0.0230491329479768,0.0027039933120878,270,9
2024-09-29 09:16:42.812443,0.021,0.852,0.0,81850220032.0,31784536064.0,229066727.0,7484551833.0,344,0.0231220930232558,0.0026462117386423,261,9
2024-09-29 09:16:50.379489,0.027,0.846,0.0,81850617344.0,31786007040.0,229113368.0,7488764887.0,342,0.0233274853801169,0.0026344286837815,260,9
2024-09-29 09:16:58.653593,0.019,0.841,0.0,81853241856.0,31787795456.0,229127903.0,7490100120.0,344,0.023203488372093,0.002612988799874,258,9
2024-09-29 09:17:06.871563,0.027,0.8390000000000001,0.0,81855613952.0,31791208448.0,229186385.0,7495755718.0,341,0.0233841642228739,0.0026181025660477,261,9
2024-09-29 09:17:15.106499,0.017,0.838,0.0,81855704064.0,31793522176.0,229280338.0,7495763672.0,340,0.0234705882352941,0.0026142795065458,262,9
2024-09-29 09:17:23.450514,0.021,0.8340000000000001,0.0,81855757312.0,31794890752.0,229281083.0,7495764026.0,340,0.0233588235294117,0.0026031166303909,258,9
2024-09-29 09:17:31.042416,0.021,0.835,0.0,81855822848.0,31795698688.0,229322281.0,7498512316.0,343,0.0232798833819241,0.0025883406068219,263,9
2024-09-29 09:17:39.318927,0.012,0.8340000000000001,0.0,81856392192.0,31798282752.0,229323058.0,7498513708.0,340,0.0234558823529411,0.0026003657864304,262,9
2024-09-29 09:17:47.566723,0.019,0.8270000000000001,0.0,81856695296.0,31815880192.0,229324534.0,7498514913.0,339,0.0235634218289085,0.0026017811209392,260,9
2024-09-29 09:17:55.778600,0.017,0.8290000000000001,0.0,81856826368.0,31816324096.0,229336978.0,7499716819.0,339,0.0235368731563421,0.0026089037676859,258,9
2024-09-29 09:18:04.056228,0.006,0.831,0.0,81867586560.0,31835140608.0,229344662.0,7499731775.0,340,0.0234382352941176,0.0026053231705932,257,9
2024-09-29 09:18:12.291267,0.012,0.831,0.0,81867762688.0,31835961344.0,229391491.0,7502084197.0,340,0.023435294117647,0.0026049505263646,234,9
2024-09-29 09:18:20.494571,0.015,0.831,0.0,81868471296.0,31838744576.0,229395933.0,7502588510.0,341,0.0234398826979472,0.0026062136334276,227,9
2024-09-29 09:18:28.719723,0.021,0.833,0.0,81868491776.0,31839595008.0,229401954.0,7502608325.0,341,0.0233431085043988,0.0026048907391795,219,9
2024-09-29 09:18:36.934859,0.006,0.833,0.0,81868791808.0,31841108480.0,229447552.0,7504968936.0,341,0.0234340175953079,0.0026056366946423,225,9
2024-09-29 09:18:45.130530,0.025,0.833,0.0,81868808192.0,31841920000.0,229463291.0,7504998420.0,340,0.0234323529411764,0.0026100724175765,227,9
2024-09-29 09:18:53.300560,0.008,0.833,0.0,81868845056.0,31842408448.0,229485123.0,7505028426.0,339,0.0235014749262536,0.0026125759228573,233,9
2024-09-29 09:19:01.546595,0.073,0.8340000000000001,0.0,81869001728.0,31844355584.0,229490987.0,7505036270.0,340,0.0234705882352941,0.0026166934686796,236,9
2024-09-29 09:19:08.554361,0.006,0.835,0.0,81869375488.0,31845595136.0,229494895.0,7505046566.0,340,0.0235117647058823,0.0026034921356117,236,9
2024-09-29 09:19:16.654655,0.012,0.828,0.0,81869604864.0,31846285824.0,229502324.0,7505072373.0,343,0.0232827988338192,0.0025921549849972,234,9
2024-09-29 09:19:24.730296,0.004,0.83,0.0,81869965312.0,31846998528.0,229502870.0,7505072989.0,341,0.0234398826979472,0.0025976066195836,230,9
2024-09-29 09:19:32.839938,0.004,0.8290000000000001,0.0,81870125056.0,31847953408.0,229511176.0,7505081466.0,340,0.0234794117647058,0.0025864441985866,227,9
2024-09-29 09:19:40.918881,0.0,0.8170000000000001,0.0,81870125056.0,31848240128.0,229511665.0,7505082582.0,340,0.0234911764705882,0.0025851288574417,227,9
2024-09-29 09:19:47.828005,0.004,0.816,0.0,81870125056.0,31849129472.0,229512098.0,7505082924.0,339,0.0235663716814159,0.0025846455924027,227,9
2024-09-29 09:19:54.729241,0.085,0.816,0.0,81870141440.0,31849496576.0,229512208.0,7505083056.0,339,0.0235427728613569,0.0025851047014688,227,9
2024-09-29 09:20:01.734609,0.018,0.8170000000000001,0.0,81870841856.0,31855841792.0,229513272.0,7505096220.0,341,0.0234574780058651,0.0025789149439808,225,9
2024-09-29 09:20:10.083100,0.0289999999999999,0.831,0.0,81871161344.0,31856699392.0,229552196.0,7507351880.0,340,0.0233823529411764,0.002619586647,234,9
2024-09-29 09:20:18.707386,0.033,0.8190000000000001,0.0,81871161344.0,31857498112.0,229553375.0,7507359872.0,341,0.0233196480938416,0.0025829713442414,228,9
2024-09-29 09:20:26.912140,0.019,0.8170000000000001,0.0,81871722496.0,31857904128.0,229585626.0,7507375331.0,341,0.0234310850439882,0.0025728296304395,231,9
2024-09-29 09:20:35.101823,0.0289999999999999,0.8170000000000001,0.0,81871738880.0,31858937344.0,229610378.0,7510649715.0,340,0.0234529411764705,0.0025759243304194,226,9
